Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
SBG.U,Sandbridge Acquisition Corporation,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/sbg.u
SD,"SandRidge Energy, Inc.",2.11,$75.57M,2016,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/sd
SAND          ,Sandstorm Gold Ltd,8.21,$1.58B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/sand
SC,Santander Consumer USA Holdings Inc.,21.11,$6.46B,2014,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/sc
SAP,SAP SE,115.12,$137.41B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/sap
SAF,Saratoga Investment Corp,25.25,n/a,2018,n/a,n/a,https://old.nasdaq.com/symbol/saf
SAK,Saratoga Investment Corp,25.96,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/sak
SAR,Saratoga Investment Corp,18.7,$208.96M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sar
SSL,Sasol Ltd.,5.73,$3.62B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ssl
BFS,"Saul Centers, Inc.",24.09,$558.89M,1993,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/bfs
BFS^D,"Saul Centers, Inc.",23,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bfs^d
BFS^E,"Saul Centers, Inc.",22.59,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bfs^e
SCPE,SC Health Corporation,10.09,$230.18M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/scpe
SCPE.U,SC Health Corporation,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/scpe.u
SCPE.WS,SC Health Corporation,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/scpe.ws
SLB,Schlumberger N.V.,15.22,$21.19B,n/a,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/slb
SNDR,"Schneider National, Inc.",20.99,$3.72B,2017,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/sndr
SWM,"Schweitzer-Mauduit International, Inc.",35.33,$1.11B,n/a,Basic Industries,Paper,https://old.nasdaq.com/symbol/swm
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,82.75,$4.81B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/saic
SALT,Scorpio Bulkers Inc.,12.03,$149.01M,2013,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/salt
SBBA,Scorpio Tankers Inc.,23.25,n/a,2020,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/sbba
STNG,Scorpio Tankers Inc.,9.29,$546.32M,2010,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/stng
SMG,Scotts Miracle-Gro Company (The),176.47,$9.84B,1992,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/smg
KTF,Scudder Municiple Income Trust,11.1,$438.46M,1988,n/a,n/a,https://old.nasdaq.com/symbol/ktf
KSM,Scudder Strategic Municiple Income Trust,10.74,$120.33M,1989,n/a,n/a,https://old.nasdaq.com/symbol/ksm
SRL,Scully Royalty Ltd.,3.85,$48.34M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/srl
SCU,"Sculptor Capital Management, Inc.",11.3,$624.17M,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/scu
SCVX,SCVX Corp.,9.95,$286.06M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/scvx
SCVX.U,SCVX Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/scvx.u
SCVX.WS,SCVX Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/scvx.ws
SE,Sea Limited,186.79,$91.1B,2017,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/se
SA,"Seabridge Gold, Inc.",21.78,$1.45B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/sa
CKH,"SEACOR Holdings, Inc.",29.5,$600.98M,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/ckh
SMHI,SEACOR Marine Holdings Inc.,1.82,$41.9M,2017,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/smhi
SEE,Sealed Air Corporation,42.16,$6.54B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/see
SEAS,"SeaWorld Entertainment, Inc.",23.8,$1.86B,2013,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/seas
WTTR,"Select Energy Services, Inc.",3.29,$339.21M,2017,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/wttr
SEM,Select Medical Holdings Corporation,23.36,$3.15B,2009,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/sem
SLQT,"SelectQuote, Inc.",20.19,$3.28B,2020,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/slqt
SRE,Sempra Energy,124.83,$36.11B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/sre
SRE^A,Sempra Energy,102.25,n/a,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/sre^a
SRE^B,Sempra Energy,102.55,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sre^b
SREA,Sempra Energy,26.6,n/a,2019,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/srea
ST,Sensata Technologies Holding plc,44.49,$7B,2010,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/st
SXT,Sensient Technologies Corporation,69.35,$2.94B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/sxt
SQNS,Sequans Communications S.A.,3.96,$120.04M,2011,Technology,Semiconductors,https://old.nasdaq.com/symbol/sqns
SRG,Seritage Growth Properties,11.2,$626.07M,2015,Finance,Real Estate,https://old.nasdaq.com/symbol/srg
SRG^A,Seritage Growth Properties,16.99,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/srg^a
SCI,Service Corporation International,49.68,$8.58B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/sci
NOW,"ServiceNow, Inc.",535.18,$104.41B,2012,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/now
SFL,SFL Corporation Ltd,6.45,$770.12M,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/sfl
SHAK,"Shake Shack, Inc.",71.19,$2.95B,2015,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/shak
SJR,Shaw Communications Inc.,17.25,$8.85B,n/a,Consumer Services,Television Services,https://old.nasdaq.com/symbol/sjr
SHLX,"Shell Midstream Partners, L.P.",8.17,$3.21B,2014,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/shlx
SHW,Sherwin-Williams Company (The),736.1,$66.86B,n/a,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/shw
FOUR,"Shift4 Payments, Inc.",54.5,$4.36B,2020,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/four
SHG,Shinhan Financial Group Co Ltd,28.33,$13.52B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/shg
SHOP,Shopify Inc.,1045,$127.4B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/shop
SSTK,"Shutterstock, Inc.",70.87,$2.57B,2012,Technology,EDP Services,https://old.nasdaq.com/symbol/sstk
SBSW,Sibanye Stillwater Limited,14.5,$10.6B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sbsw
SIG,Signet Jewelers Limited,22.5,$1.18B,n/a,Consumer Services,Consumer Specialties,https://old.nasdaq.com/symbol/sig
SBOW,"SilverBow Resorces, Inc.",4.61,$55.02M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/sbow
SI,Silvergate Capital Corporation,27.57,$514.92M,2019,Finance,Major Banks,https://old.nasdaq.com/symbol/si
SPG,"Simon Property Group, Inc.",61.86,$18.92B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/spg
SPG^J,"Simon Property Group, Inc.",65.5999,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/spg^j
SSD,"Simpson Manufacturing Company, Inc.",93.29,$4.06B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ssd
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",19.94,$2.16B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/shi
SITC,SITE Centers Corp.,6.88,$1.33B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/sitc
SITC^A,SITE Centers Corp.,24.05,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sitc^a
SITC^K,SITE Centers Corp.,23.8277,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sitc^k
SITE,"SiteOne Landscape Supply, Inc.",140.69,$6.22B,2016,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/site
SIX,Six Flags Entertainment Corporation New,24.99,$2.12B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/six
TSLX,"Sixth Street Specialty Lending, Inc.",18.28,$1.24B,2014,n/a,n/a,https://old.nasdaq.com/symbol/tslx
SJW,SJW Group,61.72,$1.76B,n/a,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/sjw
SKM,"SK Telecom Co., Ltd.",22.53,$14.84B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/skm
SKX,"Skechers U.S.A., Inc.",30.16,$4.76B,1999,Consumer Non-Durables,Shoe Manufacturing,https://old.nasdaq.com/symbol/skx
SKY,Skyline Champion Corporation,28.47,$1.61B,n/a,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/sky
SLG,SL Green Realty Corp,43.82,$3.2B,1997,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/slg
SLG^I,SL Green Realty Corp,25.215,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/slg^i
WORK,"Slack Technologies, Inc.",27.05,$15.43B,2019,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/work
SM,SM Energy Company,1.8,$206.23M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/sm
SMAR,Smartsheet Inc.,57.76,$6.97B,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/smar
SNN,"Smith & Nephew SNATS, Inc.",37,$16.2B,n/a,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/snn
SNAP,Snap Inc.,45.38,$67.62B,2017,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/snap
SNA,Snap-On Incorporated,162.65,$8.82B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/sna
SNOW,Snowflake Inc.,265,$73.32B,2020,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/snow
IPOB,Social Capital Hedosophia Holdings Corp. II,20.23,$1.05B,2020,Finance,Business Services,https://old.nasdaq.com/symbol/ipob
IPOB.U,Social Capital Hedosophia Holdings Corp. II,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/ipob.u
IPOB.WS,Social Capital Hedosophia Holdings Corp. II,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ipob.ws
IPOC,Social Capital Hedosophia Holdings Corp. III,10.03,$1.04B,2020,Finance,Business Services,https://old.nasdaq.com/symbol/ipoc
IPOC.U,Social Capital Hedosophia Holdings Corp. III,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/ipoc.u
IPOC.WS,Social Capital Hedosophia Holdings Corp. III,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ipoc.ws
IPOD.U,Social Capital Hedosophia Holdings Corp. IV,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/ipod.u
IPOE.U,Social Capital Hedosophia Holdings Corp. V,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/ipoe.u
IPOF.U,Social Capital Hedosophia Holdings Corp. VI,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/ipof.u
SQM,Sociedad Quimica y Minera S.A.,41.19,$10.84B,1993,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/sqm
SOGO,Sogou Inc.,8.92,$3.46B,2017,Technology,EDP Services,https://old.nasdaq.com/symbol/sogo
SOI,"Solaris Oilfield Infrastructure, Inc.",5.94,$269.26M,2017,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/soi
SWI,SolarWinds Corporation,22.4,$6.97B,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/swi
SAH,"Sonic Automotive, Inc.",39.03,$1.64B,1997,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/sah
SON,Sonoco Products Company,53.09,$5.33B,n/a,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/son
SNE,Sony Corp Ord,89.39,$110.27B,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/sne
SOS,SOS Limited,1.75,$45.63M,2017,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/sos
SOR,"Source Capital, Inc.",37.47,$317.61M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sor
SJI,"South Jersey Industries, Inc.",20.17,$2.03B,n/a,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/sji
SJIJ,"South Jersey Industries, Inc.",25.86,n/a,2019,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/sjij
SJIU,"South Jersey Industries, Inc.",34.78,n/a,n/a,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/sjiu
SCE^G,Southern California Edison Company,24.23,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sce^g
SCE^H,Southern California Edison Company,23,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sce^h
SCE^J,Southern California Edison Company,22.79,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sce^j
SCE^K,Southern California Edison Company,23.11,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sce^k
SCE^L,Southern California Edison Company,22.91,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sce^l
SO,Southern Company (The),59.96,$63.33B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/so
SOJB,Southern Company (The),25.85,n/a,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/sojb
SOJC,Southern Company (The),26.54,n/a,2017,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/sojc
SOJD,Southern Company (The),26.61,n/a,2020,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/sojd
SOJE,Southern Company (The),25.49,n/a,2020,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/soje
SOLN,Southern Company (The),49.56,n/a,2019,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/soln
SCCO,Southern Copper Corporation,55.13,$42.62B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/scco
LUV,Southwest Airlines Company,40.01,$23.62B,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/luv
SWX,"Southwest Gas Holdings, Inc.",67.33,$3.76B,n/a,Public Utilities,Oil & Gas Production,https://old.nasdaq.com/symbol/swx
SWN,Southwestern Energy Company,2.5,$1.51B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/swn
SPE,Special Opportunities Fund Inc.,11.9726,$101.78M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/spe
SPE^B,Special Opportunities Fund Inc.,25.355,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/spe^b
SPB           ,"Spectrum Brands Holdings, Inc.",63.59,$2.74B,n/a,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/spb
SR,Spire Inc.,57.21,$2.95B,n/a,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/sr
SR^A,Spire Inc.,27.81,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sr^a
SPR,"Spirit Aerosystems Holdings, Inc.",21.71,$2.29B,2006,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/spr
SAVE,"Spirit Airlines, Inc.",17.69,$1.73B,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/save
SRC,"Spirit Realty Capital, Inc.",30.57,$3.33B,2013,Consumer Services,Building operators,https://old.nasdaq.com/symbol/src
SRC^A,"Spirit Realty Capital, Inc.",25.84,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/src^a
SEAH.U,Sports Entertainment Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/seah.u
SPOT,Spotify Technology S.A.,276.1,$52.34B,2018,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/spot
SRLP,Sprague Resources LP,16.01,$367M,2013,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/srlp
SII,Sprott Inc.,30.43,$745.59M,2020,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/sii
SPXC,SPX Corporation,43.16,$1.93B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/spxc
FLOW,"SPX FLOW, Inc.",46.44,$1.96B,2015,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/flow
SQ,"Square, Inc.",198.08,$87.85B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/sq
SQZ,SQZ Biotechnologies Company,20,$479.44M,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/sqz
JOE,St. Joe Company (The),27.67,$1.63B,n/a,Consumer Services,Homebuilding,https://old.nasdaq.com/symbol/joe
STAG,"Stag Industrial, Inc.",31.82,$4.75B,2011,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/stag
STAG^C,"Stag Industrial, Inc.",25.8638,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/stag^c
SMP,"Standard Motor Products, Inc.",47.12,$1.06B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/smp
SXI,Standex International Corporation,68.01,$841.98M,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/sxi
SWK,"Stanley Black & Decker, Inc.",178.85,$28.66B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/swk
SWT,"Stanley Black & Decker, Inc.",109.85,n/a,2019,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/swt
STN,Stantec Inc,29,$3.24B,n/a,Consumer Services,Military/Government/Technical,https://old.nasdaq.com/symbol/stn
SGU,"Star Group, L.P.",9.49,$415.1M,n/a,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/sgu
STPK,Star Peak Energy Transition Corp.,9.71,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/stpk
STPK.U,Star Peak Energy Transition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/stpk.u
STPK.WS,Star Peak Energy Transition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/stpk.ws
SRT,"StarTek, Inc.",5.37,$216.32M,1997,Technology,Professional Services,https://old.nasdaq.com/symbol/srt
STWD,"STARWOOD PROPERTY TRUST, INC.",14.27,$4.06B,2009,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/stwd
STT,State Street Corporation,62.23,$21.95B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/stt
STT^D,State Street Corporation,27.36,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/stt^d
STT^G,State Street Corporation,28.45,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/stt^g
SPLP,Steel Partners Holdings LP,6.15,$153.43M,n/a,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/splp
SPLP^A,Steel Partners Holdings LP,19.17,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/splp^a
SCS,Steelcase Inc.,10.52,$1.21B,1998,Consumer Durables,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/scs
SCA,Stellus Capital Investment Corporation,24.88,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sca
SCM,Stellus Capital Investment Corporation,8.94,$174.2M,2012,n/a,n/a,https://old.nasdaq.com/symbol/scm
SCL,Stepan Company,118.95,$2.67B,n/a,Basic Industries,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/scl
STE,STERIS plc,181.67,$15.45B,n/a,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ste
STL,Sterling Bancorp,13.33,$2.59B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/stl
STL^A,Sterling Bancorp,26.25,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/stl^a
STC,Stewart Information Services Corporation,43.48,$1.16B,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/stc
SF,Stifel Financial Corporation,60.1,$4.12B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/sf
SF^A,Stifel Financial Corporation,25.92,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/sf^a
SF^B,Stifel Financial Corporation,27.28,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sf^b
SF^C,Stifel Financial Corporation,27.03,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sf^c
SFB,Stifel Financial Corporation,26.45,n/a,2017,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/sfb
STM,STMicroelectronics N.V.,34.59,$31.24B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/stm
EDF,Stone Harbor Emerging Markets Income Fund,6.69,$110.93M,2010,n/a,n/a,https://old.nasdaq.com/symbol/edf
EDI,Stone Harbor Emerging Markets Total Income Fund,7.5,$73.93M,2012,n/a,n/a,https://old.nasdaq.com/symbol/edi
STON,StoneMor Inc.,0.8896,$104.82M,2004,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/ston
SRI,"Stoneridge, Inc.",23.36,$630.84M,1997,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/sri
STOR,STORE Capital Corporation,27.28,$6.91B,2014,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/stor
GJH,STRATS Trust,10.3,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/gjh
GJO,STRATS Trust,23.5,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/gjo
GJS,STRATS Trust,19.95,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/gjs
SYK,Stryker Corporation,213.44,$80.21B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/syk
MSC,Studio City International Holdings Limited,14.7727,$1.64B,2018,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/msc
RGR,"Sturm, Ruger & Company, Inc.",68.72,$1.2B,n/a,Capital Goods,Ordnance And Accessories,https://old.nasdaq.com/symbol/rgr
SPH,"Suburban Propane Partners, L.P.",15.41,$957.68M,1996,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/sph
SMFG,Sumitomo Mitsui Financial Group Inc,5.73,$39.26B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/smfg
INN,"Summit Hotel Properties, Inc.",5.81,$614.1M,2011,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/inn
INN^D,"Summit Hotel Properties, Inc.",21.14,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/inn^d
INN^E,"Summit Hotel Properties, Inc.",21.05,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/inn^e
SUM,"Summit Materials, Inc.",17.48,$1.99B,2015,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/sum
SMLP,"Summit Midstream Partners, LP",0.88,$49.17M,2012,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/smlp
SUI,"Sun Communities, Inc.",141.61,$13.92B,1993,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/sui
SLF,Sun Life Financial Inc.,43.26,$25.3B,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/slf
SXC,"SunCoke Energy, Inc.",3.35,$277.27M,2011,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/sxc
SU,Suncor Energy  Inc.,11.71,$17.86B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/su
STG,Sunlands Technology Group,1.535,$258.23M,2018,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/stg
NOVA,Sunnova Energy International Inc.,33.2,$3.11B,2019,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/nova
SUN,Sunoco LP,24.91,$2.07B,2012,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/sun
SHO,"Sunstone Hotel Investors, Inc.",7.96,$1.72B,2004,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/sho
SHO^E,"Sunstone Hotel Investors, Inc.",24.4,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sho^e
SHO^F,"Sunstone Hotel Investors, Inc.",24.0101,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sho^f
SUP,"Superior Industries International, Inc.",2.34,$59.89M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/sup
SPNV.U,"Supernova Partners Acquisition Company, Inc.",n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/spnv.u
SOAC,Sustainable Opportunities Acquisition Corp.,9.89,$370.88M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/soac
SOAC.U,Sustainable Opportunities Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/soac.u
SOAC.WS,Sustainable Opportunities Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/soac.ws
SUZ,Suzano S.A.,9.2,$12.41B,2018,Basic Industries,Paper,https://old.nasdaq.com/symbol/suz
SWZ,"Swiss Helvetia Fund, Inc. (The)",8.32,$110.34M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/swz
SWCH,"Switch, Inc.",15.47,$3.72B,2017,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/swch
SBE,Switchback Energy Acquisition Corporation,16.11,$632.55M,2019,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/sbe
SBE.U,Switchback Energy Acquisition Corporation,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/sbe.u
SBE.WS,Switchback Energy Acquisition Corporation,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sbe.ws
SYF,Synchrony Financial,26.8,$15.65B,2014,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/syf
SYF^A,Synchrony Financial,25.88,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/syf^a
SNX,Synnex Corporation,147.48,$7.6B,2003,Technology,Retail: Computer Software & Peripheral Equipment,https://old.nasdaq.com/symbol/snx
SNV,Synovus Financial Corp.,25.96,$3.82B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/snv
